managerID,yearID,teamID,lgID,inseason,G,W,L,rank,plyrMgr
g l e as ki01m ,1920,CHA,AL,1,154,96,58,2,N
mitchfr01m,1920,CHN,NL,1,154,75,79,6,N
m o r a npa01 m,1920,CIN,NL,1,154,82,71,3,N
speaktr01m,1920,CLE,AL,1,154,98,56,1,Y
j en ni h u 01 m,1920,DET,AL,1,155,61,93,7,N
mcgr aj o 01m,1920,NY1,NL,1,155,86,68,2,N
huggimi01m,1920,NYA,AL,1,154,95,59,3,N
ma ck co 01 m ,1920,PHA,AL,1,156,48,106,8,N
cravaga01m,1920,PHI,NL,1,153,62,91,8,Y
gib so g e01 m ,1920,PIT,NL,1,155,79,75,4,N
burkeji01m,1920,SLA,AL,1,154,76,77,4,N
ri cke br01m,1920,SLN,NL,1,155,75,79,5,N
gr iffcl 01m,1920,WS1,AL,1,153,68,84,6,N
du f f yh u01m,1921,BOS,AL,1,154,75,79,5,N
robinwi01m,1921,BRO,NL,1,152,77,75,5,N
mitchfr01m,1921,BSN,NL,1,153,79,74,4,N
glea ski 01m ,1921,CHA,AL,1,154,62,92,7,N
eversjo01m,1921,CHN,NL,1,96,41,55,7,N
killebi01m,1921,CHN,NL,2,57,23,34,7,Y
moranpa01m,1921,CIN,NL,1,153,70,83,6,N
speak tr 0 1 m,1921,CLE,AL,1,154,94,60,2,Y
c o b bty 01 m,1921,DET,AL,1,154,71,82,6,Y
mcgrajo01m,1921,NY1,NL,1,153,94,59,1,N
huggimi01m,1921,NYA,AL,1,153,98,55,1,N
ma c kco01 m,1921,PHA,AL,1,155,53,100,8,N
donovbi01m,1921,PHI,NL,1,87,25,62,8,N
w ilhe ka 0 1 m,1921,PHI,NL,2,67,26,41,8,Y
gibsoge01m,1921,PIT,NL,1,154,90,63,2,N
fohlle01m,1921,SLA,AL,1,154,81,73,3,N
rickebr01m,1921,SLN,NL,1,154,87,66,3,N
mcbrige01 m,1921,WS1,AL,1,154,80,73,4,N
duffyhu01m,1922,BOS,AL,1,154,61,93,8,N
robinwi01m,1922,BRO,NL,1,155,76,78,6,N
m it c h f r01m,1922,BSN,NL,1,154,53,100,8,N
gl e a ski01m,1922,CHA,AL,1,155,77,77,5,N
killebi01m,1922,CHN,NL,1,156,80,74,5,N
moranpa01m,1922,CIN,NL,1,156,86,68,2,N
s pe a ktr0 1 m,1922,CLE,AL,1,155,78,76,4,Y
c obbty 01m ,1922,DET,AL,1,155,79,75,3,Y
mcgrajo01m,1922,NY1,NL,1,156,93,61,1,N
h u ggim i 01m ,1922,NYA,AL,1,154,94,60,1,N
m ackco 0 1 m,1922,PHA,AL,1,155,65,89,7,N
wi lhe k a0 1m ,1922,PHI,NL,1,154,57,96,7,N
gi bs oge 0 1 m ,1922,PIT,NL,1,65,32,33,3,N
m ckecb i01m ,1922,PIT,NL,2,90,53,36,3,N
fo hll e01 m ,1922,SLA,AL,1,154,93,61,2,N
rickebr01m,1922,SLN,NL,1,154,85,69,3,N
mi la nc l0 1 m ,1922,WS1,AL,1,154,69,85,6,Y
ch a nc f r 01m ,1923,BOS,AL,1,154,61,91,8,N
r obin wi 01 m ,1923,BRO,NL,1,155,76,78,6,N
m it c hf r0 1 m ,1923,BSN,NL,1,155,54,100,7,N
gleaski01m,1923,CHA,AL,1,156,69,85,7,N
killebi01m,1923,CHN,NL,1,154,83,71,4,N
m or a np a01 m ,1923,CIN,NL,1,154,91,63,2,N
speaktr01m,1923,CLE,AL,1,153,82,71,3,Y
c obb t y01 m,1923,DET,AL,1,155,83,71,2,Y
mcgrajo01m,1923,NY1,NL,1,153,95,58,1,N
huggimi01m,1923,NYA,AL,1,152,98,54,1,N
m a c k c o0 1 m,1923,PHA,AL,1,153,69,83,6,N
fletcar01m,1923,PHI,NL,1,155,50,104,8,N
mckecbi01m,1923,PIT,NL,1,154,87,67,3,N
f o h ll e 01m,1923,SLA,AL,1,103,52,49,5,N
austiji01m,1923,SLA,AL,2,51,22,29,5,Y
rickebr01m,1923,SLN,NL,1,154,79,74,5,N
bushdo01m,1923,WS1,AL,1,155,75,78,4,Y
fohlle01m,1924,BOS,AL,1,157,67,87,7,N
robinwi01m,1924,BRO,NL,1,154,92,62,2,N
bancr da 01m,1924,BSN,NL,1,154,53,100,8,Y
eversjo01m,1924,CHA,AL,1,21,10,11,6,N
walsh e d01m,1924,CHA,AL,2,3,1,2,6,N
c ollied01m ,1924,CHA,AL,3,27,14,13,6,Y
ev ers jo01m ,1924,CHA,AL,4,103,41,61,8,N
killeb i01m,1924,CHN,NL,1,154,81,72,5,N
hendrja01m,1924,CIN,NL,1,153,83,70,4,N
speaktr01m,1924,CLE,AL,1,153,67,86,6,Y
cobbty01m,1924,DET,AL,1,156,86,68,3,Y
mcgrajo01m,1924,NY1,NL,1,29,16,13,1,N
j enn ih u01m,1924,NY1,NL,2,44,32,12,1,N
mcgrajo01 m,1924,NY1,NL,3,81,45,35,1,N
huggim i 01m ,1924,NYA,AL,1,153,89,63,2,N
m ac k c o01 m,1924,PHA,AL,1,152,71,81,5,N
fletcar01m,1924,PHI,NL,1,152,55,96,7,N
mckecbi01m,1924,PIT,NL,1,153,90,63,3,N
sislege01m,1924,SLA,AL,1,153,74,78,4,Y
rickeb r01m,1924,SLN,NL,1,154,65,89,6,N
harribu01m,1924,WS1,AL,1,156,92,62,1,Y
foh lle01m ,1925,BOS,AL,1,152,47,105,8,N
robin wi01 m,1925,BRO,NL,1,153,68,85,7,N
bancrda01m,1925,BSN,NL,1,153,70,83,5,Y
collied01m,1925,CHA,AL,1,154,79,75,5,Y
ki ll ebi01m,1925,CHN,NL,1,75,33,42,8,N
ma ran r a 0 1 m ,1925,CHN,NL,2,53,23,30,8,Y
gibso ge0 1m,1925,CHN,NL,3,26,12,14,8,N
h endrja 01m ,1925,CIN,NL,1,153,80,73,3,N
speaktr01m,1925,CLE,AL,1,155,70,84,6,Y
cobbty01m,1925,DET,AL,1,156,81,73,4,Y
mcgrajo01m,1925,NY1,NL,1,14,10,4,2,N
jennihu01m,1925,NY1,NL,2,32,21,11,2,N
m cg raj o01m,1925,NY1,NL,3,106,55,51,2,N
huggimi01m,1925,NYA,AL,1,156,69,85,7,N
mackco01m,1925,PHA,AL,1,153,88,64,2,N
fletcar01m,1925,PHI,NL,1,153,68,85,6,N
m c ke c b i01m ,1925,PIT,NL,1,153,95,58,1,N
sislege01 m,1925,SLA,AL,1,154,82,71,3,Y
rickebr01m,1925,SLN,NL,1,38,13,25,4,N
hornsro01m,1925,SLN,NL,2,115,64,51,4,Y
harribu01m,1925,WS1,AL,1,152,96,55,1,Y
fohlle01m,1926,BOS,AL,1,154,46,107,8,N
r ob in wi01 m,1926,BRO,NL,1,155,71,82,6,N
ban crd a 01m ,1926,BSN,NL,1,153,66,86,7,Y
co lli ed0 1m ,1926,CHA,AL,1,155,81,72,5,Y
mccarjo99m,1926,CHN,NL,1,155,82,72,4,N
hendrja01m,1926,CIN,NL,1,157,87,67,2,N
s peaktr0 1m ,1926,CLE,AL,1,154,88,66,2,Y
cobbty01m,1926,DET,AL,1,157,79,75,6,Y
mcgrajo01m,1926,NY1,NL,1,151,74,77,5,N
hug gimi01m,1926,NYA,AL,1,155,91,63,1,N
mackco01m,1926,PHA,AL,1,150,83,67,3,N
fletca r0 1 m ,1926,PHI,NL,1,152,58,93,8,N
mckecbi01m,1926,PIT,NL,1,157,84,69,3,N
s islege 01m,1926,SLA,AL,1,155,62,92,7,Y
horn s r o0 1m,1926,SLN,NL,1,156,89,65,1,Y
harribu01m,1926,WS1,AL,1,152,81,69,4,Y
carribi 02 m,1927,BOS,AL,1,154,51,103,8,N
rob in wi 01m,1927,BRO,NL,1,154,65,88,6,N
ba ncr d a 01 m ,1927,BSN,NL,1,155,60,94,7,Y
schalra01m,1927,CHA,AL,1,153,70,83,5,Y
mccarjo99m,1927,CHN,NL,1,153,85,68,4,N
hendrja01m,1927,CIN,NL,1,153,75,78,5,N
mccalja99m,1927,CLE,AL,1,153,66,87,6,N
moriage02m,1927,DET,AL,1,156,82,71,4,N
mc g r ajo 0 1 m,1927,NY1,NL,1,122,70,52,3,N
hornsro01m,1927,NY1,NL,2,33,22,10,3,Y
huggimi01m,1927,NYA,AL,1,155,110,44,1,N
m a ckco01m,1927,PHA,AL,1,155,91,63,2,N
m ci n n st01m ,1927,PHI,NL,1,155,51,103,8,Y
bu shdo0 1 m,1927,PIT,NL,1,156,94,60,1,N
h o wleda01 m ,1927,SLA,AL,1,155,59,94,7,N
ofarrbo01m,1927,SLN,NL,1,153,92,61,2,Y
harribu01m,1927,WS1,AL,1,157,85,69,3,Y
carribi02m,1928,BOS,AL,1,154,57,96,8,N
rob inwi 01 m ,1928,BRO,NL,1,155,77,76,6,N
slattja01m,1928,BSN,NL,1,31,11,20,7,N
hornsro01m,1928,BSN,NL,2,122,39,83,7,Y
s c h a lra01m,1928,CHA,AL,1,75,32,42,5,Y
blackle01m,1928,CHA,AL,2,80,40,40,5,N
m c c arjo 9 9m ,1928,CHN,NL,1,154,91,63,3,N
hendrja01m,1928,CIN,NL,1,153,78,74,5,N
peckiro01m,1928,CLE,AL,1,155,62,92,7,N
mo ri a g e0 2 m ,1928,DET,AL,1,154,68,86,6,N
mcg rajo01 m,1928,NY1,NL,1,155,93,61,2,N
huggimi01m,1928,NYA,AL,1,154,101,53,1,N
mackco01m,1928,PHA,AL,1,153,98,55,2,N
shottbu01m,1928,PHI,NL,1,152,43,109,8,N
bushdo01m,1928,PIT,NL,1,152,85,67,4,N
ho wled a 01m,1928,SLA,AL,1,154,82,72,3,N
mckecbi01m,1928,SLN,NL,1,154,95,59,1,N
harrib u01m,1928,WS1,AL,1,155,75,79,4,Y
c arr i bi0 2 m,1929,BOS,AL,1,155,58,96,8,N
robinwi01m,1929,BRO,NL,1,153,70,83,6,N
fuchsj u 99 m ,1929,BSN,NL,1,154,56,98,8,N
blackle01m,1929,CHA,AL,1,152,59,93,7,Y
m ccarjo 99 m,1929,CHN,NL,1,156,98,54,1,N
he ndrja0 1m ,1929,CIN,NL,1,155,66,88,7,N
peckiro01m,1929,CLE,AL,1,152,81,71,3,N
harribu01m,1929,DET,AL,1,155,70,84,6,Y
mcgrajo01m,1929,NY1,NL,1,152,84,67,3,N
huggimi01m,1929,NYA,AL,1,143,82,61,2,N
f l etc a r0 1m ,1929,NYA,AL,2,11,6,5,2,N
mackco01m,1929,PHA,AL,1,151,104,46,1,N
sho ttbu 01 m,1929,PHI,NL,1,154,71,82,5,N
bushdo01m,1929,PIT,NL,1,119,67,51,2,N
ensje01m,1929,PIT,NL,2,35,21,14,2,N
howleda01m,1929,SLA,AL,1,154,79,73,4,N
southbi01m,1929,SLN,NL,1,90,43,45,4,Y
streega01m,1929,SLN,NL,2,1,1,0,4,N
mckecbi01m,1929,SLN,NL,3,63,34,29,4,N
johnswa01m,1929,WS1,AL,1,153,71,81,5,N
wagnehe01m,1930,BOS,AL,1,154,52,102,8,N
ro bi nw i01m,1930,BRO,NL,1,154,86,68,4,N
mckecbi01m,1930,BSN,NL,1,154,70,84,6,N
bus h do01 m,1930,CHA,AL,1,154,62,92,7,N
mccarjo99m,1930,CHN,NL,1,152,86,64,2,N
h or nsro01 m,1930,CHN,NL,2,4,4,0,2,Y
howleda01m,1930,CIN,NL,1,154,59,95,7,N
p e ckiro01m,1930,CLE,AL,1,154,81,73,4,N
harribu01m,1930,DET,AL,1,154,75,79,5,N
mcgrajo01m,1930,NY1,NL,1,154,87,67,3,N
s h awkbo0 1m,1930,NYA,AL,1,154,86,68,3,N
mackco01m,1930,PHA,AL,1,154,102,52,1,N
sho t tb u 01 m,1930,PHI,NL,1,156,52,102,8,N
ensje01m,1930,PIT,NL,1,154,80,74,5,N
killebi01m,1930,SLA,AL,1,154,64,90,6,N
streega01m,1930,SLN,NL,1,154,92,62,1,N
jo hn s w a01m,1930,WS1,AL,1,154,94,60,2,N
collish01m,1931,BOS,AL,1,153,62,90,6,N
robinwi01m,1931,BRO,NL,1,153,79,73,4,N
m c k ecb i01m ,1931,BSN,NL,1,156,64,90,7,N
bushdo01m,1931,CHA,AL,1,156,56,97,8,N
hornsro01m,1931,CHN,NL,1,156,84,70,3,Y
howleda01m,1931,CIN,NL,1,154,58,96,8,N
p e c kiro01 m ,1931,CLE,AL,1,155,78,76,4,N
h arr ibu0 1 m ,1931,DET,AL,1,154,61,93,7,Y
mc gr ajo 0 1m,1931,NY1,NL,1,153,87,65,2,N
m ccarjo9 9 m ,1931,NYA,AL,1,155,94,59,2,N
ma ckc o0 1m ,1931,PHA,AL,1,153,107,45,1,N
shott bu 0 1m ,1931,PHI,NL,1,155,66,88,6,N
e n sj e0 1 m,1931,PIT,NL,1,155,75,79,5,N
killebi01m,1931,SLA,AL,1,154,63,91,5,N
streega01m,1931,SLN,NL,1,154,101,53,1,Y
johnswa0 1m,1931,WS1,AL,1,156,92,62,3,N
collish01m,1932,BOS,AL,1,55,11,44,8,N
mcmanma01m,1932,BOS,AL,2,99,32,67,8,Y
ca re y ma01m ,1932,BRO,NL,1,154,81,73,3,N
mckecbi01m,1932,BSN,NL,1,155,77,77,5,N
fonsele01m,1932,CHA,AL,1,152,49,102,7,Y
ho r n s ro 01 m,1932,CHN,NL,1,99,53,46,1,Y
grimmch01m,1932,CHN,NL,2,55,37,18,1,Y
howleda01m,1932,CIN,NL,1,155,60,94,8,N
pe c ki ro01m,1932,CLE,AL,1,153,87,65,4,N
harribu01m,1932,DET,AL,1,153,76,75,5,N
mcgrajo01m,1932,NY1,NL,1,40,17,23,6,N
terrybi01m,1932,NY1,NL,2,114,55,59,6,Y
mccarjo99m,1932,NYA,AL,1,156,107,47,1,N
mackco01m,1932,PHA,AL,1,154,94,60,2,N
shottbu01m,1932,PHI,NL,1,154,78,76,4,N
g i b sog e 0 1m,1932,PIT,NL,1,154,86,68,2,N
ki l le b i 01m ,1932,SLA,AL,1,154,63,91,6,N
str eega01m ,1932,SLN,NL,1,156,72,82,6,N
johnswa01m,1932,WS1,AL,1,154,93,61,3,N
mcma n m a 01 m,1933,BOS,AL,1,149,63,86,7,Y
c areyma 01m ,1933,BRO,NL,1,157,65,88,6,N
mckecbi01m,1933,BSN,NL,1,156,83,71,4,N
fonsele01m,1933,CHA,AL,1,151,67,83,6,Y
grimmch01m,1933,CHN,NL,1,154,86,68,3,Y
b u shdo 01m,1933,CIN,NL,1,153,58,94,8,N
peckir o 01m ,1933,CLE,AL,1,51,26,25,4,N
falkbi01m,1933,CLE,AL,2,1,1,0,4,N
j oh nswa 0 1 m ,1933,CLE,AL,3,99,48,51,4,N
h arr ib u01m,1933,DET,AL,1,153,73,79,5,N
bakerde01m,1933,DET,AL,2,2,2,0,5,N
t e r r yb i01m ,1933,NY1,NL,1,156,91,61,1,Y
mccarjo99m,1933,NYA,AL,1,152,91,59,2,N
ma c k c o 0 1m,1933,PHA,AL,1,152,79,72,3,N
s h ott b u0 1m ,1933,PHI,NL,1,152,60,92,7,N
gibsoge01m,1933,PIT,NL,1,154,87,67,2,N
k illeb i01m ,1933,SLA,AL,1,91,34,57,8,N
s ot hoal01 m ,1933,SLA,AL,2,8,2,6,8,N
h o rn s ro 01m,1933,SLA,AL,3,54,19,33,8,Y
streega01m,1933,SLN,NL,1,91,46,45,5,N
frisc fr 01 m ,1933,SLN,NL,2,63,36,26,5,Y
c ron i j o 01 m,1933,WS1,AL,1,153,99,53,1,Y
harr i bu0 1 m,1934,BOS,AL,1,153,76,76,4,N
stengca01m,1934,BRO,NL,1,153,71,81,6,N
mckecbi01m,1934,BSN,NL,1,152,78,73,4,N
f onsel e 0 1m ,1934,CHA,AL,1,15,4,11,8,N
dyk esji0 1m ,1934,CHA,AL,2,138,49,88,8,Y
g r i mmch 0 1m,1934,CHN,NL,1,152,86,65,3,Y
o fa rrb o 01m,1934,CIN,NL,1,91,30,60,8,Y
sho t t bu 01m,1934,CIN,NL,2,1,1,0,8,N
dre s sch01 m ,1934,CIN,NL,3,60,21,39,8,N
jo hns wa 01m,1934,CLE,AL,1,154,85,69,3,N
cochrmi01m,1934,DET,AL,1,154,101,53,1,Y
t erry bi01 m,1934,NY1,NL,1,153,93,60,2,Y
mccar j o 9 9m,1934,NYA,AL,1,154,94,60,2,N
mac kco 01m,1934,PHA,AL,1,153,68,82,5,N
wilsoji01m,1934,PHI,NL,1,149,56,93,7,Y
gibsoge01m,1934,PIT,NL,1,51,27,24,5,N
traynpi01m,1934,PIT,NL,2,100,47,52,5,Y
hornsro01m,1934,SLA,AL,1,154,67,85,6,Y
fr isc f r01m ,1934,SLN,NL,1,154,95,58,1,Y
cronijo01m,1934,WS1,AL,1,155,66,86,7,Y
cronijo01m,1935,BOS,AL,1,154,78,75,4,Y
stengca01m,1935,BRO,NL,1,154,70,83,5,N
m ck e cb i 01m ,1935,BSN,NL,1,153,38,115,8,N
dykesji01m,1935,CHA,AL,1,153,74,78,5,Y
grimmch01m,1935,CHN,NL,1,154,100,54,1,Y
dressch01m,1935,CIN,NL,1,154,68,85,6,N
johnsw a01 m,1935,CLE,AL,1,96,46,48,3,N
oneilst01m,1935,CLE,AL,2,60,36,23,3,N
cochrmi01m,1935,DET,AL,1,152,93,58,1,Y
terrybi01m,1935,NY1,NL,1,156,91,62,3,Y
mcca rjo 99m,1935,NYA,AL,1,149,89,60,2,N
mackco01m,1935,PHA,AL,1,149,58,91,8,N
wilsoji01m,1935,PHI,NL,1,156,64,89,7,Y
traynpi01m,1935,PIT,NL,1,153,86,67,4,Y
ho rn sro01 m,1935,SLA,AL,1,155,65,87,7,Y
f ri scfr0 1m ,1935,SLN,NL,1,154,96,58,2,Y
harri b u0 1m ,1935,WS1,AL,1,154,67,86,6,N
cronijo01m,1936,BOS,AL,1,155,74,80,6,Y
st engc a01 m,1936,BRO,NL,1,156,67,87,7,N
mckecbi01m,1936,BSN,NL,1,157,71,83,6,N
dy k e s j i01m ,1936,CHA,AL,1,153,81,70,3,Y
grimmch01m,1936,CHN,NL,1,154,87,67,3,Y
d r es sch 0 1 m ,1936,CIN,NL,1,154,74,80,5,N
oneil s t01m ,1936,CLE,AL,1,157,80,74,5,N
coc h r m i 01m,1936,DET,AL,1,53,29,24,2,Y
bakerde01m,1936,DET,AL,2,34,18,16,2,N
cochrm i01m ,1936,DET,AL,3,67,36,31,2,Y
terr yb i0 1m,1936,NY1,NL,1,154,92,62,1,Y
mccarjo99m,1936,NYA,AL,1,155,102,51,1,N
mackco01m,1936,PHA,AL,1,154,53,100,8,N
wil s o ji0 1 m,1936,PHI,NL,1,154,54,100,8,Y
tr ay npi01 m ,1936,PIT,NL,1,156,84,70,4,N
hornsro01m,1936,SLA,AL,1,155,57,95,7,Y
friscfr01m,1936,SLN,NL,1,155,87,67,2,Y
harribu01m,1936,WS1,AL,1,153,82,71,4,N
cronijo01m,1937,BOS,AL,1,154,80,72,5,Y
grimebu01m,1937,BRO,NL,1,155,62,91,6,N
mckecbi01m,1937,BSN,NL,1,152,79,73,5,N
dykesji01m,1937,CHA,AL,1,154,86,68,3,Y
grim mch01m ,1937,CHN,NL,1,154,93,61,2,N
dr e ssch 01m,1937,CIN,NL,1,130,51,78,8,N
wallabo01m,1937,CIN,NL,2,25,5,20,8,N
o n ei lst 01m ,1937,CLE,AL,1,156,83,71,4,N
cochrmi01m,1937,DET,AL,1,29,16,13,2,Y
ba k e r de 01m,1937,DET,AL,2,54,34,20,2,N
co c h rmi01m ,1937,DET,AL,3,47,26,20,2,Y
bakerde01m,1937,DET,AL,4,10,7,3,2,N
perkicy01m,1937,DET,AL,5,15,6,9,2,N
terr y bi0 1m,1937,NY1,NL,1,152,95,57,1,N
mccar jo 9 9m,1937,NYA,AL,1,157,102,52,1,N
ma c kco0 1m,1937,PHA,AL,1,120,39,80,7,N
m a c k ea01 m ,1937,PHA,AL,2,34,15,17,7,N
wilsoji01m,1937,PHI,NL,1,155,61,92,7,Y
traynpi01m,1937,PIT,NL,1,154,86,68,3,Y
hornsro01m,1937,SLA,AL,1,78,25,52,8,Y
bottoji01m,1937,SLA,AL,2,78,21,56,8,Y
fri scfr 01m,1937,SLN,NL,1,157,81,73,4,Y
h a r r i bu01 m ,1937,WS1,AL,1,158,73,80,6,N
cronijo01m,1938,BOS,AL,1,150,88,61,2,Y
grimebu01m,1938,BRO,NL,1,151,69,80,7,N
st e ngca 0 1 m,1938,BSN,NL,1,153,77,75,5,N
d ykes j i01m ,1938,CHA,AL,1,149,65,83,6,Y
grimmch01m,1938,CHN,NL,1,81,45,36,1,N
h a r tng a 01 m ,1938,CHN,NL,2,73,44,27,1,Y
mcke c b i 0 1m ,1938,CIN,NL,1,151,82,68,4,N
vi tt o s0 1m,1938,CLE,AL,1,153,86,66,3,N
c o ch rmi0 1m,1938,DET,AL,1,98,47,51,4,N
bakerde01m,1938,DET,AL,2,57,37,19,4,N
te rr ybi01m,1938,NY1,NL,1,152,83,67,3,N
mccarjo99m,1938,NYA,AL,1,157,99,53,1,N
mackc o01 m ,1938,PHA,AL,1,154,53,99,8,N
wilsoji01m,1938,PHI,NL,1,149,45,103,8,Y
lober ha0 1 m ,1938,PHI,NL,2,2,0,2,8,N
traynpi01m,1938,PIT,NL,1,152,86,64,2,N
st re e ga 01 m,1938,SLA,AL,1,146,53,90,7,N
melils k 01 m,1938,SLA,AL,2,10,2,7,7,N
fr is c fr01m,1938,SLN,NL,1,139,63,72,6,N
gonz ami01 m,1938,SLN,NL,2,17,8,8,6,N
ha r rib u0 1m,1938,WS1,AL,1,152,75,76,5,N
cro n ij o01 m ,1939,BOS,AL,1,152,89,62,2,Y
duro c le01m,1939,BRO,NL,1,157,84,69,3,Y
stengca01m,1939,BSN,NL,1,152,63,88,7,N
dy kesj i 0 1m,1939,CHA,AL,1,155,85,69,4,Y
hart ng a 01m,1939,CHN,NL,1,156,84,70,4,Y
m ck ec bi 01m,1939,CIN,NL,1,156,97,57,1,N
vitto s 01m,1939,CLE,AL,1,154,87,67,3,N
bakerde01m,1939,DET,AL,1,155,81,73,5,N
terrybi01m,1939,NY1,NL,1,151,77,74,5,N
mccarjo99m,1939,NYA,AL,1,152,106,45,1,N
mackco01m,1939,PHA,AL,1,62,25,37,7,N
m acke a01 m,1939,PHA,AL,2,91,30,60,7,N
prothdo01m,1939,PHI,NL,1,152,45,106,8,N
traynpi01m,1939,PIT,NL,1,153,68,85,6,N
haneyfr01m,1939,SLA,AL,1,156,43,111,8,N
bladera01m,1939,SLN,NL,1,155,92,61,2,N
harribu01m,1939,WS1,AL,1,153,65,87,6,N
cr oni jo 0 1m ,1940,BOS,AL,1,154,82,72,5,Y
durocle01m,1940,BRO,NL,1,156,88,65,2,Y
ste ngc a01 m,1940,BSN,NL,1,152,65,87,7,N
dy k esji0 1 m ,1940,CHA,AL,1,155,82,72,4,N
hartnga01m,1940,CHN,NL,1,154,75,79,5,Y
m c kecbi 0 1m,1940,CIN,NL,1,155,100,53,1,N
vittos01m,1940,CLE,AL,1,155,89,65,2,N
ba k e r de0 1m ,1940,DET,AL,1,155,90,64,1,N
ter r y b i01m,1940,NY1,NL,1,152,72,80,6,N
m cc arjo99m ,1940,NYA,AL,1,155,88,66,3,N
mackco0 1m,1940,PHA,AL,1,154,54,100,8,N
prothdo01m,1940,PHI,NL,1,153,50,103,8,N
f ri scfr0 1 m,1940,PIT,NL,1,156,78,76,4,N
haneyfr01m,1940,SLA,AL,1,156,67,87,6,N
bla der a01m,1940,SLN,NL,1,39,14,24,3,N
gonzami01m,1940,SLN,NL,2,6,1,5,3,N
so u t hbi 01 m ,1940,SLN,NL,3,111,69,40,3,N
h a rr ibu 0 1m,1940,WS1,AL,1,154,64,90,7,N
cr onij o 0 1m,1941,BOS,AL,1,155,84,70,2,Y
durocle01m,1941,BRO,NL,1,157,100,54,1,Y
stengca01m,1941,BSN,NL,1,156,62,92,7,N
dy ke s ji 0 1m,1941,CHA,AL,1,156,77,77,3,N
wilsoji01m,1941,CHN,NL,1,155,70,84,6,N
m c ke cb i0 1 m ,1941,CIN,NL,1,154,88,66,3,N
peckiro01m,1941,CLE,AL,1,155,75,79,5,N
b aker d e0 1m,1941,DET,AL,1,155,75,79,4,N
terrybi01m,1941,NY1,NL,1,156,74,79,5,N
mccarjo99m,1941,NYA,AL,1,156,101,53,1,N
mack co01 m ,1941,PHA,AL,1,154,64,90,8,N
prothdo01m,1941,PHI,NL,1,155,43,111,8,N
friscfr01m,1941,PIT,NL,1,156,81,73,4,N
h aneyf r0 1m ,1941,SLA,AL,1,44,15,29,6,N
sewellu01m,1941,SLA,AL,2,113,55,55,6,N
southbi01m,1941,SLN,NL,1,155,97,56,2,N
h ar r i bu0 1m,1941,WS1,AL,1,156,70,84,6,N
cr o ni jo 0 1m ,1942,BOS,AL,1,152,93,59,2,Y
d u ro cle 0 1m ,1942,BRO,NL,1,155,104,50,2,N
stengca01m,1942,BSN,NL,1,150,59,89,7,N
dykesji01m,1942,CHA,AL,1,148,66,82,6,N
wilsoji01m,1942,CHN,NL,1,155,68,86,6,N
mckec bi0 1m,1942,CIN,NL,1,154,76,76,4,N
boudrlo01m,1942,CLE,AL,1,156,75,79,4,Y
bakerde01m,1942,DET,AL,1,156,73,81,5,N
ottme01m,1942,NY1,NL,1,154,85,67,3,Y
m c car jo9 9m,1942,NYA,AL,1,154,103,51,1,N
mackco01m,1942,PHA,AL,1,154,55,99,8,N
lob er ha0 1 m,1942,PHI,NL,1,151,42,109,8,N
f r is c f r01m,1942,PIT,NL,1,151,66,81,5,N
sew el lu0 1m,1942,SLA,AL,1,151,82,69,3,Y
so u thb i01m ,1942,SLN,NL,1,156,106,48,1,N
harribu01m,1942,WS1,AL,1,151,62,89,7,N
cronijo01m,1943,BOS,AL,1,155,68,84,7,Y
durocle01m,1943,BRO,NL,1,153,81,72,3,Y
c olembo0 1 m,1943,BSN,NL,1,46,21,25,6,N
stengca01m,1943,BSN,NL,2,107,47,60,6,N
dykesji01m,1943,CHA,AL,1,155,82,72,4,N
wilsoji01m,1943,CHN,NL,1,154,74,79,5,N
m c k ecbi01m,1943,CIN,NL,1,155,87,67,2,N
boudrlo01m,1943,CLE,AL,1,153,82,71,3,Y
o n e il s t01m ,1943,DET,AL,1,155,78,76,5,N
o ttm e 01 m,1943,NY1,NL,1,156,55,98,8,Y
mccar jo99m,1943,NYA,AL,1,155,98,56,1,N
m a c k c o 0 1m,1943,PHA,AL,1,155,49,105,8,N
har ribu 01 m,1943,PHI,NL,1,94,39,53,7,N
fitzsfr01m,1943,PHI,NL,2,63,25,37,7,N
friscfr01m,1943,PIT,NL,1,157,80,74,4,N
sewellu01m,1943,SLA,AL,1,153,72,80,6,N
southbi01m,1943,SLN,NL,1,157,105,49,1,N
bl u egos0 1m,1943,WS1,AL,1,153,84,69,2,N
c ron ijo 01m,1944,BOS,AL,1,156,77,77,4,Y
durocle01m,1944,BRO,NL,1,155,63,91,7,N
colembo01m,1944,BSN,NL,1,155,65,89,6,N
dyke sji0 1 m ,1944,CHA,AL,1,154,71,83,7,N
wilsoji01m,1944,CHN,NL,1,10,1,9,4,N
johnsro01m,1944,CHN,NL,2,1,0,1,4,N
grimmch01m,1944,CHN,NL,3,146,74,69,4,N
mckecbi01m,1944,CIN,NL,1,155,89,65,3,N
boudrlo01m,1944,CLE,AL,1,155,72,82,6,Y
on e ilst 01m ,1944,DET,AL,1,156,88,66,2,N
ottme01m,1944,NY1,NL,1,155,67,87,5,Y
mc car jo99 m,1944,NYA,AL,1,154,83,71,3,N
ma ck co0 1m,1944,PHA,AL,1,155,72,82,5,N
f i t z sf r 01m ,1944,PHI,NL,1,154,61,92,8,N
fr i s c fr0 1m,1944,PIT,NL,1,158,90,63,2,N
